pitch_type,sv_id,type,count,pitcher_name
FF,130328_195311,S,0-2,Yu Darvish
FT,130328_195345,S,0-0,Yu Darvish
CU,130328_195404,S,0-1,Yu Darvish
FT,130328_195422,X,0-2,Yu Darvish
SL,130328_200527,S,0-0,Yu Darvish
FT,130328_200547,B,0-1,Yu Darvish
FS,130328_200619,X,1-1,Yu Darvish
FC,130328_200700,S,0-0,Yu Darvish
FF,130328_200721,S,0-1,Yu Darvish
FF,130328_200741,B,0-2,Yu Darvish
FS,130328_200804,S,1-2,Yu Darvish
SL,130328_200834,S,1-2,Yu Darvish
FF,130328_200909,B,0-0,Yu Darvish
SL,130328_200931,S,1-0,Yu Darvish
FF,130328_200958,S,1-1,Yu Darvish
CU,130328_201029,S,1-2,Yu Darvish
FF,130328_201057,B,1-2,Yu Darvish
SL,130328_201128,S,2-2,Yu Darvish
FF,130328_201206,B,0-0,Yu Darvish
FC,130328_201222,S,1-0,Yu Darvish
FF,130328_201258,X,1-1,Yu Darvish
NA,NA,B,0-0,Hiroki Kuroda
NA,NA,X,1-0,Hiroki Kuroda
NA,NA,S,0-0,Hiroki Kuroda
NA,NA,S,0-1,Hiroki Kuroda
NA,NA,S,0-2,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,S,0-0,Hiroki Kuroda
NA,NA,S,0-1,Hiroki Kuroda
NA,NA,S,0-2,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,S,0-0,Hiroki Kuroda
NA,NA,S,0-1,Hiroki Kuroda
NA,NA,S,0-2,Hiroki Kuroda
NA,NA,S,0-0,Hiroki Kuroda
NA,NA,S,0-1,Hiroki Kuroda
NA,NA,S,0-2,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
NA,NA,S,0-0,Hiroki Kuroda
NA,NA,S,0-1,Hiroki Kuroda
NA,NA,S,0-2,Hiroki Kuroda
NA,NA,X,0-0,Hiroki Kuroda
FF,130401_131510,S,0-0,Clayton Kershaw
CU,130401_131526,X,0-1,Clayton Kershaw
FF,130401_131606,B,0-0,Clayton Kershaw
FF,130401_131619,S,1-0,Clayton Kershaw
CU,130401_131652,B,1-1,Clayton Kershaw
FF,130401_131712,B,2-1,Clayton Kershaw
FF,130401_131728,S,3-1,Clayton Kershaw
FF,130401_131744,X,3-2,Clayton Kershaw
FF,130401_131825,B,0-0,Clayton Kershaw
FF,130401_131840,X,1-0,Clayton Kershaw
SL,130401_131920,B,0-0,Clayton Kershaw
FF,130401_131939,B,1-0,Clayton Kershaw
FF,130401_132002,S,2-0,Clayton Kershaw
FF,130401_132030,S,2-1,Clayton Kershaw
CU,130401_132055,B,2-2,Clayton Kershaw
SL,130401_132136,S,3-2,Clayton Kershaw
FF,130401_134122,S,0-0,Clayton Kershaw
FF,130401_134135,S,0-1,Clayton Kershaw
FF,130401_134158,S,0-2,Clayton Kershaw
CU,130401_134216,X,0-2,Clayton Kershaw
FF,130401_134257,S,0-0,Clayton Kershaw
SL,130401_134311,S,0-1,Clayton Kershaw
FF,130401_134328,B,0-2,Clayton Kershaw
CU,130401_134344,S,1-2,Clayton Kershaw
FF,130401_134413,S,0-0,Clayton Kershaw
CU,130401_134426,X,0-1,Clayton Kershaw
SL,130401_135324,S,0-0,Clayton Kershaw
SL,130401_135338,B,0-1,Clayton Kershaw
SL,130401_135354,B,1-1,Clayton Kershaw
FF,130401_135415,X,2-1,Clayton Kershaw
FF,130401_135445,B,0-0,Clayton Kershaw
FF,130401_135457,X,1-0,Clayton Kershaw
FF,130401_135537,S,0-0,Clayton Kershaw
FF,130401_135552,S,0-1,Clayton Kershaw
FF,130401_135613,X,0-2,Clayton Kershaw
FF,130401_135751,S,0-0,Clayton Kershaw
SL,130401_135839,B,0-1,Clayton Kershaw
SL,130401_135906,B,1-1,Clayton Kershaw
SL,130401_140836,B,0-0,Clayton Kershaw
FF,130401_140853,S,1-0,Clayton Kershaw
CU,130401_140910,S,1-1,Clayton Kershaw
CU,130401_140929,S,1-2,Clayton Kershaw
SL,130401_141007,S,0-0,Clayton Kershaw
SL,130401_141031,S,0-1,Clayton Kershaw
CU,130401_141048,B,0-2,Clayton Kershaw
FF,130401_141115,X,1-2,Clayton Kershaw
FF,130401_141150,X,0-0,Clayton Kershaw
FF,130401_142341,X,0-0,Clayton Kershaw
FF,130401_142420,S,0-0,Clayton Kershaw
CU,130401_142436,S,0-1,Clayton Kershaw
FF,130401_142459,X,0-2,Clayton Kershaw
FF,130401_142533,B,0-0,Clayton Kershaw
FF,130401_142546,X,1-0,Clayton Kershaw
FF,130401_143255,S,0-0,Clayton Kershaw
SL,130401_143315,S,0-1,Clayton Kershaw
SL,130401_143333,B,0-2,Clayton Kershaw
CU,130401_143358,S,1-2,Clayton Kershaw
FF,130401_143427,S,0-0,Clayton Kershaw
SL,130401_143440,S,0-1,Clayton Kershaw
FF,130401_143455,B,0-2,Clayton Kershaw
CU,130401_143510,B,1-2,Clayton Kershaw
FF,130401_143531,S,2-2,Clayton Kershaw
SL,130401_143607,B,0-0,Clayton Kershaw
SL,130401_143629,B,1-0,Clayton Kershaw
FF,130401_143645,X,2-0,Clayton Kershaw
FF,130401_145101,B,0-0,Clayton Kershaw
FF,130401_145118,X,1-0,Clayton Kershaw
FF,130401_145157,X,0-0,Clayton Kershaw
FF,130401_145239,B,0-0,Clayton Kershaw
FF,130401_145321,X,1-0,Clayton Kershaw
SL,130401_145406,X,0-0,Clayton Kershaw
SL,130401_150656,S,0-0,Clayton Kershaw
FF,130401_150709,B,0-1,Clayton Kershaw
SL,130401_150725,S,1-1,Clayton Kershaw
CU,130401_150743,S,1-2,Clayton Kershaw
CU,130401_150817,B,0-0,Clayton Kershaw
SL,130401_150834,S,1-0,Clayton Kershaw
SL,130401_150854,S,1-1,Clayton Kershaw
CU,130401_150913,B,1-2,Clayton Kershaw
SL,130401_150958,X,2-2,Clayton Kershaw
SL,130401_151038,B,0-0,Clayton Kershaw
SL,130401_151052,S,1-0,Clayton Kershaw
CU,130401_151109,B,1-1,Clayton Kershaw
FF,130401_151125,S,2-1,Clayton Kershaw
SL,130401_151145,S,2-2,Clayton Kershaw
FF,130401_153644,S,0-0,Clayton Kershaw
SL,130401_153656,S,0-1,Clayton Kershaw
SL,130401_153713,X,0-2,Clayton Kershaw
FF,130401_153751,X,0-0,Clayton Kershaw
FF,130401_153833,X,0-0,Clayton Kershaw
CU,130401_153926,S,0-0,Clayton Kershaw
FF,130401_153945,S,0-1,Clayton Kershaw
FF,130401_154005,B,0-2,Clayton Kershaw
CU,130401_154027,X,1-2,Clayton Kershaw
FF,130402_191709,B,0-0,Yu Darvish
FF,130402_191725,B,1-0,Yu Darvish
FC,130402_191743,S,2-0,Yu Darvish
FC,130402_191802,S,2-1,Yu Darvish
SL,130402_191831,B,2-2,Yu Darvish
SL,130402_191856,S,3-2,Yu Darvish
FC,130402_191936,B,0-0,Yu Darvish
FC,130402_191952,S,1-0,Yu Darvish
FC,130402_192025,B,1-1,Yu Darvish
FC,130402_192044,S,2-1,Yu Darvish
SL,130402_192112,S,2-2,Yu Darvish
FC,130402_192210,S,0-0,Yu Darvish
CU,130402_192247,B,0-1,Yu Darvish
FC,130402_192312,B,1-1,Yu Darvish
FC,130402_192338,B,2-1,Yu Darvish
FC,130402_192404,X,3-1,Yu Darvish
FF,130402_193430,S,0-0,Yu Darvish
FF,130402_193453,B,0-1,Yu Darvish
FF,130402_193511,B,1-1,Yu Darvish
SL,130402_193532,S,2-1,Yu Darvish
SL,130402_193600,S,2-2,Yu Darvish
SL,130402_193626,B,2-2,Yu Darvish
SL,130402_193704,S,3-2,Yu Darvish
SL,130402_193733,S,3-2,Yu Darvish
FC,130402_193807,S,0-0,Yu Darvish
FC,130402_193820,B,0-1,Yu Darvish
FC,130402_193843,S,1-1,Yu Darvish
FT,130402_193904,S,1-2,Yu Darvish
SL,130402_193933,S,1-2,Yu Darvish
FF,130402_194020,S,0-0,Yu Darvish
FF,130402_194037,S,0-1,Yu Darvish
FF,130402_194055,S,0-2,Yu Darvish
FC,130402_195923,X,0-0,Yu Darvish
FC,130402_200024,B,0-0,Yu Darvish
FC,130402_200042,S,1-0,Yu Darvish
FC,130402_200104,B,1-1,Yu Darvish
FC,130402_200129,S,2-1,Yu Darvish
SL,130402_200156,S,2-2,Yu Darvish
FF,130402_200229,X,2-2,Yu Darvish
FC,130402_200313,S,0-0,Yu Darvish
CU,130402_200334,B,0-1,Yu Darvish
FC,130402_200404,S,1-1,Yu Darvish
SL,130402_200431,S,1-2,Yu Darvish
SL,130402_201305,B,0-0,Yu Darvish
SL,130402_201329,B,1-0,Yu Darvish
FC,130402_201348,S,2-0,Yu Darvish
FF,130402_201424,S,2-1,Yu Darvish
FF,130402_201446,S,2-2,Yu Darvish
FF,130402_201522,B,2-2,Yu Darvish
SL,130402_201553,S,3-2,Yu Darvish
FC,130402_201635,S,0-0,Yu Darvish
CU,130402_201717,S,0-1,Yu Darvish
SL,130402_201736,S,0-2,Yu Darvish
FF,130402_201814,B,0-2,Yu Darvish
SL,130402_201839,S,1-2,Yu Darvish
FF,130402_201912,S,1-2,Yu Darvish
SL,130402_201941,S,1-2,Yu Darvish
FS,130402_202029,B,0-0,Yu Darvish
FC,130402_202052,S,1-0,Yu Darvish
FC,130402_202129,S,1-1,Yu Darvish
FF,130402_202203,S,1-2,Yu Darvish
FC,130402_203334,B,0-0,Yu Darvish
SL,130402_203403,S,1-0,Yu Darvish
FC,130402_203424,B,1-1,Yu Darvish
FC,130402_203445,X,2-1,Yu Darvish
FC,130402_203532,S,0-0,Yu Darvish
FC,130402_203609,X,0-1,Yu Darvish
FF,130402_203652,S,0-0,Yu Darvish
FC,130402_203710,S,0-1,Yu Darvish
SL,130402_203733,S,0-2,Yu Darvish
FC,130402_204451,S,0-0,Yu Darvish
FC,130402_204508,B,0-1,Yu Darvish
SL,130402_204532,B,1-1,Yu Darvish
FC,130402_204552,S,2-1,Yu Darvish
SL,130402_204624,S,2-2,Yu Darvish
FC,130402_204716,S,0-0,Yu Darvish
FF,130402_204758,B,0-1,Yu Darvish
FC,130402_204817,X,1-1,Yu Darvish
CU,130402_204901,B,0-0,Yu Darvish
FC,130402_204918,S,1-0,Yu Darvish
FC,130402_204945,S,1-1,Yu Darvish
FF,130402_205029,X,1-2,Yu Darvish
FC,130402_211005,X,0-0,Yu Darvish
FC,130402_211052,S,0-0,Yu Darvish
FS,130402_211121,S,0-1,Yu Darvish
SL,130402_211153,S,0-2,Yu Darvish
FF,130402_211225,S,0-2,Yu Darvish
FF,130402_211316,B,0-2,Yu Darvish
SL,130402_211341,B,1-2,Yu Darvish
SL,130402_211412,S,2-2,Yu Darvish
FS,130402_211505,S,0-0,Yu Darvish
SL,130402_211550,B,0-1,Yu Darvish
FC,130402_211619,X,1-1,Yu Darvish
FC,130402_213224,S,0-0,Yu Darvish
SL,130402_213239,B,0-1,Yu Darvish
FF,130402_213300,B,1-1,Yu Darvish
SL,130402_213320,S,2-1,Yu Darvish
FF,130402_213341,B,2-2,Yu Darvish
SL,130402_213405,S,3-2,Yu Darvish
SL,130402_213442,S,3-2,Yu Darvish
SL,130402_213519,S,3-2,Yu Darvish
SL,130402_213609,S,3-2,Yu Darvish
FS,130402_213644,B,0-0,Yu Darvish
FC,130402_213724,S,1-0,Yu Darvish
FC,130402_213746,S,1-1,Yu Darvish
SL,130402_213810,S,1-2,Yu Darvish
SL,130402_213846,X,0-0,Yu Darvish
FC,130402_215500,S,0-0,Yu Darvish
FC,130402_215521,X,0-1,Yu Darvish
FC,130402_215603,X,0-0,Yu Darvish
FC,130402_215652,X,0-0,Yu Darvish
SI,130403_191009,S,0-0,Hiroki Kuroda
FF,130403_191032,B,0-1,Hiroki Kuroda
FS,130403_191049,B,1-1,Hiroki Kuroda
SI,130403_191109,X,2-1,Hiroki Kuroda
SI,130403_191150,S,0-0,Hiroki Kuroda
FS,130403_191231,B,0-1,Hiroki Kuroda
FS,130403_191247,B,1-1,Hiroki Kuroda
SI,130403_191312,B,2-1,Hiroki Kuroda
SI,130403_191330,X,3-1,Hiroki Kuroda
SI,130403_191420,S,0-0,Hiroki Kuroda
SI,130403_191443,B,0-1,Hiroki Kuroda
SI,130403_191512,S,1-1,Hiroki Kuroda
FS,130403_191541,X,1-2,Hiroki Kuroda
FS,130403_191642,B,0-0,Hiroki Kuroda
SI,130403_191704,S,1-0,Hiroki Kuroda
SI,130403_191735,S,1-1,Hiroki Kuroda
FF,130403_191805,X,1-2,Hiroki Kuroda
CU,130403_191900,S,0-0,Hiroki Kuroda
FS,130403_191925,B,0-1,Hiroki Kuroda
SL,130403_192000,B,1-1,Hiroki Kuroda
SI,130403_192032,X,2-1,Hiroki Kuroda
SL,130403_192133,B,0-0,Hiroki Kuroda
SL,130403_192153,S,1-0,Hiroki Kuroda
SI,130403_192216,S,1-1,Hiroki Kuroda
FS,130403_192250,S,1-2,Hiroki Kuroda
SI,130403_193809,S,0-0,Hiroki Kuroda
SI,130403_193823,B,0-1,Hiroki Kuroda
SI,130403_193840,X,1-1,Hiroki Kuroda
FS,130403_194104,B,0-0,Hiroki Kuroda
SL,130403_194126,S,1-0,Hiroki Kuroda
SI,130403_194153,S,1-1,Hiroki Kuroda
SI,130403_194242,B,1-2,Hiroki Kuroda
FS,130403_194404,S,0-0,Hiroki Kuroda
SI,130403_194450,S,0-1,Hiroki Kuroda
FS,130403_194550,X,0-2,Hiroki Kuroda
SL,130403_194648,B,0-0,Hiroki Kuroda
FS,130403_194716,B,1-0,Hiroki Kuroda
FS,130403_194741,B,2-0,Hiroki Kuroda
SI,130403_194805,B,3-0,Hiroki Kuroda
CU,130403_194900,S,0-0,Hiroki Kuroda
SI,130403_194943,B,0-1,Hiroki Kuroda
FF,130406_180930,X,0-0,Clayton Kershaw
FF,130406_181020,X,0-0,Clayton Kershaw
FF,130406_181109,X,0-0,Clayton Kershaw
FF,130406_181225,S,0-0,Clayton Kershaw
CU,130406_181249,B,0-1,Clayton Kershaw
SL,130406_181344,X,1-1,Clayton Kershaw
FF,130406_183115,S,0-0,Clayton Kershaw
FF,130406_183127,S,0-1,Clayton Kershaw
FF,130406_183148,B,0-2,Clayton Kershaw
CU,130406_183201,B,1-2,Clayton Kershaw
SL,130406_183219,B,2-2,Clayton Kershaw
FF,130406_183240,X,3-2,Clayton Kershaw
SL,130406_183316,S,0-0,Clayton Kershaw
FF,130406_183332,S,0-1,Clayton Kershaw
FF,130406_183350,B,0-2,Clayton Kershaw
FF,130406_183407,S,1-2,Clayton Kershaw
FF,130406_183441,S,0-0,Clayton Kershaw
FF,130406_183457,S,0-1,Clayton Kershaw
FF,130406_183512,B,0-2,Clayton Kershaw
FF,130406_183529,B,1-2,Clayton Kershaw
SL,130406_183547,S,2-2,Clayton Kershaw
FF,130406_184800,B,0-0,Clayton Kershaw
FF,130406_184812,B,1-0,Clayton Kershaw
FF,130406_184829,S,2-0,Clayton Kershaw
CH,130406_184843,S,2-1,Clayton Kershaw
SL,130406_184912,X,2-2,Clayton Kershaw
FF,130406_184946,S,0-0,Clayton Kershaw
FF,130406_184957,B,0-1,Clayton Kershaw
FF,130406_185009,X,1-1,Clayton Kershaw
FF,130406_185048,S,0-0,Clayton Kershaw
CH,130406_185101,B,0-1,Clayton Kershaw
SL,130406_185116,S,1-1,Clayton Kershaw
CU,130406_185139,B,1-2,Clayton Kershaw
SL,130406_185200,S,2-2,Clayton Kershaw
FF,130406_191000,S,0-0,Clayton Kershaw
CU,130406_191014,S,0-1,Clayton Kershaw
CU,130406_191031,B,0-2,Clayton Kershaw
CU,130406_191059,X,1-2,Clayton Kershaw
FF,130406_191135,B,0-0,Clayton Kershaw
FF,130406_191148,B,1-0,Clayton Kershaw
FF,130406_191203,S,2-0,Clayton Kershaw
FF,130406_191233,B,2-1,Clayton Kershaw
FF,130406_191250,S,3-1,Clayton Kershaw
SL,130406_191310,S,3-2,Clayton Kershaw
FF,130406_191343,B,0-0,Clayton Kershaw
CH,130406_191356,B,1-0,Clayton Kershaw
FF,130406_191413,B,2-0,Clayton Kershaw
FF,130406_191435,S,3-0,Clayton Kershaw
FF,130406_191451,S,3-1,Clayton Kershaw
SL,130406_191511,S,3-2,Clayton Kershaw
FF,130406_192701,B,0-0,Clayton Kershaw
FF,130406_192714,X,1-0,Clayton Kershaw
FF,130406_192751,S,0-0,Clayton Kershaw
FF,130406_192810,B,0-1,Clayton Kershaw
SL,130406_192830,S,1-1,Clayton Kershaw
FF,130406_192850,B,1-2,Clayton Kershaw
SL,130406_192911,S,2-2,Clayton Kershaw
FF,130406_192945,S,0-0,Clayton Kershaw
FF,130406_193026,S,0-1,Clayton Kershaw
FF,130406_193046,B,0-2,Clayton Kershaw
SL,130406_193106,B,1-2,Clayton Kershaw
FF,130406_193125,S,2-2,Clayton Kershaw
FF,130406_194519,S,0-0,Clayton Kershaw
CH,130406_194539,B,0-1,Clayton Kershaw
CH,130406_194558,S,1-1,Clayton Kershaw
SL,130406_194622,S,1-2,Clayton Kershaw
FF,130406_194652,S,0-0,Clayton Kershaw
FF,130406_194704,S,0-1,Clayton Kershaw
CU,130406_194720,S,0-2,Clayton Kershaw
CH,130406_194759,B,0-0,Clayton Kershaw
SL,130406_194819,S,1-0,Clayton Kershaw
CU,130406_194850,B,1-1,Clayton Kershaw
SL,130406_194905,S,2-1,Clayton Kershaw
CU,130406_194926,X,2-2,Clayton Kershaw
FF,130406_195100,B,0-0,Clayton Kershaw
FF,130406_195147,B,1-0,Clayton Kershaw
FF,130406_195220,S,2-0,Clayton Kershaw
FF,130406_195252,S,2-1,Clayton Kershaw
SL,130406_195349,X,2-2,Clayton Kershaw
CU,130406_201754,B,0-0,Clayton Kershaw
SL,130406_201808,S,1-0,Clayton Kershaw
FF,130406_201826,X,1-1,Clayton Kershaw
SL,130406_201859,B,0-0,Clayton Kershaw
FF,130406_201921,B,1-0,Clayton Kershaw
FF,130406_201939,S,2-0,Clayton Kershaw
SL,130406_201958,B,2-1,Clayton Kershaw
FF,130406_202015,S,3-1,Clayton Kershaw
FF,130406_202044,X,3-2,Clayton Kershaw
FF,130406_202122,S,0-0,Clayton Kershaw
CU,130406_202133,B,0-1,Clayton Kershaw
FF,130406_202149,B,1-1,Clayton Kershaw
FF,130406_202233,B,2-1,Clayton Kershaw
FF,130406_202249,S,3-1,Clayton Kershaw
FF,130406_202320,B,3-2,Clayton Kershaw
SL,130406_202431,S,0-0,Clayton Kershaw
SL,130406_202501,B,0-1,Clayton Kershaw
FF,130406_202524,S,1-1,Clayton Kershaw
FF,130407_190841,S,0-0,Yu Darvish
FC,130407_190904,B,0-1,Yu Darvish
SL,130407_190925,B,1-1,Yu Darvish
FF,130407_190949,B,2-1,Yu Darvish
FC,130407_191013,B,3-1,Yu Darvish
FC,130407_191055,S,0-0,Yu Darvish
FC,130407_191119,S,0-1,Yu Darvish
SL,130407_191147,B,0-2,Yu Darvish
SL,130407_191221,B,1-2,Yu Darvish
FC,130407_191342,B,0-0,Yu Darvish
FF,130407_191406,B,1-0,Yu Darvish
FF,130407_191451,B,2-0,Yu Darvish
FF,130407_191514,B,3-0,Yu Darvish
FC,130407_191622,S,0-0,Yu Darvish
SL,130407_191644,X,0-1,Yu Darvish
FF,130407_191734,B,0-0,Yu Darvish
SL,130407_191757,B,1-0,Yu Darvish
FC,130407_191822,S,2-0,Yu Darvish
SL,130407_191850,X,2-1,Yu Darvish
FF,130407_191926,S,0-0,Yu Darvish
SL,130407_191947,S,0-1,Yu Darvish
FF,130407_192015,S,0-2,Yu Darvish
FF,130407_193643,B,0-0,Yu Darvish
FC,130407_193703,S,1-0,Yu Darvish
FC,130407_193721,X,1-1,Yu Darvish
FC,130407_193806,S,0-0,Yu Darvish
FF,130407_193833,X,0-1,Yu Darvish
FF,130407_193920,B,0-0,Yu Darvish
SL,130407_194008,B,1-0,Yu Darvish
FC,130407_194032,S,2-0,Yu Darvish
SL,130407_194120,B,2-1,Yu Darvish
FF,130407_194150,B,3-1,Yu Darvish
FF,130407_194239,S,0-0,Yu Darvish
FC,130407_194305,S,0-1,Yu Darvish
FF,130407_194340,S,0-2,Yu Darvish
FF,130407_194416,S,0-0,Yu Darvish
FC,130407_194448,B,0-1,Yu Darvish
FC,130407_194514,S,1-1,Yu Darvish
FT,130407_194558,B,1-2,Yu Darvish
FF,130407_194632,S,2-2,Yu Darvish
SL,130407_200047,B,0-0,Yu Darvish
FT,130407_200105,S,1-0,Yu Darvish
FC,130407_200129,S,1-1,Yu Darvish
FT,130407_200201,B,1-2,Yu Darvish
SL,130407_200229,B,2-2,Yu Darvish
SL,130407_200254,S,3-2,Yu Darvish
FF,130407_200326,B,3-2,Yu Darvish
SL,130407_200403,S,0-0,Yu Darvish
FC,130407_200430,X,0-1,Yu Darvish
FT,130407_200526,S,0-0,Yu Darvish
FT,130407_200551,S,0-1,Yu Darvish
FF,130407_200620,B,0-2,Yu Darvish
SL,130407_200649,S,1-2,Yu Darvish
FT,130407_200726,S,0-0,Yu Darvish
FF,130407_200754,S,0-1,Yu Darvish
FF,130407_200822,S,0-2,Yu Darvish
FC,130407_200900,X,0-0,Yu Darvish
SL,130407_202441,B,0-0,Yu Darvish
FC,130407_202501,S,1-0,Yu Darvish
FS,130407_202519,S,1-1,Yu Darvish
FF,130407_202538,S,1-2,Yu Darvish
FC,130407_202615,S,0-0,Yu Darvish
FT,130407_202641,X,0-1,Yu Darvish
SL,130407_202727,B,0-0,Yu Darvish
FC,130407_202752,X,1-0,Yu Darvish
SL,130407_204309,B,0-0,Yu Darvish
FS,130407_204327,B,1-0,Yu Darvish
FC,130407_204347,S,2-0,Yu Darvish
FC,130407_204408,X,2-1,Yu Darvish
FS,130407_204458,B,0-0,Yu Darvish
SL,130407_204522,S,1-0,Yu Darvish
FS,130407_204546,X,1-1,Yu Darvish
FF,130407_204640,B,0-0,Yu Darvish
SL,130407_204656,X,1-0,Yu Darvish
FC,130407_204744,S,0-0,Yu Darvish
FF,130407_204829,B,0-1,Yu Darvish
SL,130407_204901,B,1-1,Yu Darvish
FC,130407_204948,B,2-1,Yu Darvish
SL,130407_205019,X,3-1,Yu Darvish
FF,130407_205114,S,0-0,Yu Darvish
FF,130407_205138,B,0-1,Yu Darvish
FF,130407_205158,B,1-1,Yu Darvish
FF,130407_205218,S,2-1,Yu Darvish
SL,130407_205246,S,2-2,Yu Darvish
FF,130407_205314,X,2-2,Yu Darvish
SI,130408_162441,S,0-0,Hiroki Kuroda
SL,130408_162454,B,0-1,Hiroki Kuroda
SL,130408_162510,S,1-1,Hiroki Kuroda
SL,130408_162532,S,1-2,Hiroki Kuroda
SL,130408_162603,B,1-2,Hiroki Kuroda
SI,130408_162621,B,2-2,Hiroki Kuroda
CU,130408_162647,B,3-2,Hiroki Kuroda
SL,130408_162732,S,0-0,Hiroki Kuroda
NA,NA,B,0-1,Hiroki Kuroda
SI,130408_162856,X,1-1,Hiroki Kuroda
CU,130408_162953,B,0-0,Hiroki Kuroda
FS,130408_163022,B,1-0,Hiroki Kuroda
SL,130408_163055,B,2-0,Hiroki Kuroda
SI,130408_163121,S,3-0,Hiroki Kuroda
SI,130408_163209,S,3-1,Hiroki Kuroda
SI,130408_163251,S,3-2,Hiroki Kuroda
SL,130408_163330,X,3-2,Hiroki Kuroda
SL,130408_163431,S,0-0,Hiroki Kuroda
SI,130408_163454,X,0-1,Hiroki Kuroda
SI,130408_163555,B,0-0,Hiroki Kuroda
SI,130408_163620,X,1-0,Hiroki Kuroda
CU,130408_163756,B,0-0,Hiroki Kuroda
FS,130408_163830,B,1-0,Hiroki Kuroda
SL,130408_163908,B,2-0,Hiroki Kuroda
SI,130408_163935,B,3-0,Hiroki Kuroda
SL,130408_164030,B,0-0,Hiroki Kuroda
SL,130408_164051,S,1-0,Hiroki Kuroda
SI,130408_164135,B,1-1,Hiroki Kuroda
SL,130408_164204,B,2-1,Hiroki Kuroda
SL,130408_164236,S,3-1,Hiroki Kuroda
SI,130408_164316,X,3-2,Hiroki Kuroda
SL,130408_164414,S,0-0,Hiroki Kuroda
SI,130408_164440,S,0-1,Hiroki Kuroda
FS,130408_164510,S,0-2,Hiroki Kuroda
SI,130408_165416,B,0-0,Hiroki Kuroda
SL,130408_165429,S,1-0,Hiroki Kuroda
SI,130408_165444,B,1-1,Hiroki Kuroda
SL,130408_165502,B,2-1,Hiroki Kuroda
SI,130408_165520,X,3-1,Hiroki Kuroda
CU,130408_165556,S,0-0,Hiroki Kuroda
FF,130408_165608,S,0-1,Hiroki Kuroda
FS,130408_165630,B,0-2,Hiroki Kuroda
SL,130408_165649,S,1-2,Hiroki Kuroda
SI,130408_165729,B,0-0,Hiroki Kuroda
FS,130408_165742,S,1-0,Hiroki Kuroda
SI,130408_165805,S,1-1,Hiroki Kuroda
FS,130408_165822,S,1-2,Hiroki Kuroda
SI,130408_165852,S,1-2,Hiroki Kuroda
SI,130408_165919,S,1-2,Hiroki Kuroda
SI,130408_171427,B,0-0,Hiroki Kuroda
SL,130408_171439,S,1-0,Hiroki Kuroda
SI,130408_171454,S,1-1,Hiroki Kuroda
SI,130408_171509,X,1-2,Hiroki Kuroda
CU,130408_171614,S,0-0,Hiroki Kuroda
SL,130408_171635,S,0-1,Hiroki Kuroda
FS,130408_171711,B,0-2,Hiroki Kuroda
FS,130408_171805,B,1-2,Hiroki Kuroda
SL,130408_171836,X,2-2,Hiroki Kuroda
SL,130408_171944,S,0-0,Hiroki Kuroda
SI,130408_172012,S,0-1,Hiroki Kuroda
FS,130408_172049,B,0-2,Hiroki Kuroda
SI,130408_172125,B,1-2,Hiroki Kuroda
SI,130408_172158,X,2-2,Hiroki Kuroda
SL,130408_172249,B,0-0,Hiroki Kuroda
SL,130408_172320,B,1-0,Hiroki Kuroda
FS,130408_172348,B,2-0,Hiroki Kuroda
SI,130408_172418,B,3-0,Hiroki Kuroda
FF,130408_172533,S,0-0,Hiroki Kuroda
SI,130408_172606,B,0-1,Hiroki Kuroda
SL,130408_172637,B,1-1,Hiroki Kuroda
SL,130408_172705,X,2-1,Hiroki Kuroda
SI,130408_173945,B,0-0,Hiroki Kuroda
SL,130408_173957,B,1-0,Hiroki Kuroda
SI,130408_174017,B,2-0,Hiroki Kuroda
FF,130408_174032,B,3-0,Hiroki Kuroda
SL,130408_174110,S,0-0,Hiroki Kuroda
SL,130408_174137,B,0-1,Hiroki Kuroda
SI,130408_174223,S,1-1,Hiroki Kuroda
SL,130408_174257,B,1-2,Hiroki Kuroda
SL,130408_174320,S,2-2,Hiroki Kuroda
SL,130408_174357,S,0-0,Hiroki Kuroda
SI,130408_174458,S,0-1,Hiroki Kuroda
SL,130408_174523,B,0-2,Hiroki Kuroda
SL,130408_174546,S,1-2,Hiroki Kuroda
SI,130408_174615,B,1-2,Hiroki Kuroda
SL,130408_174641,X,2-2,Hiroki Kuroda
FS,130408_174733,S,0-0,Hiroki Kuroda
SI,130408_174754,B,0-1,Hiroki Kuroda
SI,130408_174818,S,1-1,Hiroki Kuroda
FS,130408_174927,S,1-2,Hiroki Kuroda
FS,130408_175002,X,1-2,Hiroki Kuroda
SL,130408_180803,S,0-0,Hiroki Kuroda
SI,130408_180814,S,0-1,Hiroki Kuroda
FS,130408_180839,S,0-2,Hiroki Kuroda
